,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
1168,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2014,114716.562
1169,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2015,111909.596
1170,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2016,112236.876
1171,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2017,121450.806
1172,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2018,119048.579
1173,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2019,123310.81
1174,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2020,134665.057
1175,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Current prices,2021,139236.762
1176,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1966,0.0
1177,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1967,14117.17
1178,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1968,14299.214
1179,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1969,14272.614
1180,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1970,16047.876
1181,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1971,18007.036
1182,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1972,18538.835
1183,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1973,21100.768
1184,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1974,27673.144
1185,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1975,29304.825
1186,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1976,32739.267
1187,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1977,37399.109
1188,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1978,41906.82
1189,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1979,48554.402
1190,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1980,51220.45
1191,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1981,57136.732
1192,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1982,62345.073
1193,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1983,66930.963
1194,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1984,70640.593
1195,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1985,79118.877
1196,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1986,84180.063
1197,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1987,78753.863
1198,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1988,74844.974
1199,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1989,77953.439
1200,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1990,89172.226
1201,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1991,86281.839
1202,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1992,88681.739
1203,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1993,94408.89
1204,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1994,88115.361
1205,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1995,87441.444
1206,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1996,85168.141
1207,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1997,85430.831
1208,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1998,90496.576
1209,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,1999,83559.78
1210,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2000,81190.79
1211,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2001,87505.269
1212,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2002,97087.561
1213,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2003,95650.636
1214,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2004,93562.679
1215,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2005,100122.438
1216,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2006,100891.975
1217,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2007,102509.26
1218,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2008,106899.654
1219,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2009,108915.819
1220,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2010,97521.158
1221,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2011,104280.172
1222,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2012,109832.677
1223,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2013,116590.745
1224,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2014,118811.911
1225,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2015,118061.743
1226,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2016,111736.485
1227,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2017,114889.596
1228,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2018,122737.568
1229,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2019,118935.273
1230,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2020,133935.236
1231,"Intermediate consumption / final demand, purchasers prices","10120 Manufacture of food products, beverages and tobacco- (Use)",Constant prices of the previous year,2021,134990.488
1232,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1966,2230.24
1233,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1967,2230.172
1234,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1968,2318.597
1235,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1969,2617.117
1236,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1970,2788.311
1237,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1971,2874.791
1238,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1972,3256.779
1239,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1973,3603.059
1240,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1974,3979.338
1241,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1975,3989.576
1242,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1976,4903.855
1243,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1977,4894.872
1244,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1978,4819.161
1245,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1979,5570.841
1246,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1980,6157.034
1247,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1981,6610.134
1248,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1982,7560.172
1249,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1983,7802.269
1250,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1984,9522.464
1251,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1985,10431.31
1252,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1986,11021.703
1253,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1987,10670.908
1254,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1988,10318.525
1255,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1989,10218.809
1256,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1990,10251.461
1257,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1991,10131.379
1258,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1992,10985.718
1259,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1993,9719.963
1260,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1994,10121.687
1261,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1995,10411.784
1262,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1996,10319.888
1263,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1997,9074.02
1264,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1998,9512.961
1265,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,1999,9605.908
1266,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2000,10299.272
1267,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2001,9850.782
1268,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2002,8771.883
1269,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2003,8299.23
1270,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2004,7565.39
1271,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2005,8025.94
1272,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2006,7702.394
1273,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2007,7670.565
1274,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2008,7145.262
1275,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2009,6232.465
1276,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2010,6536.746
1277,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2011,6740.834
1278,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2012,6264.766
1279,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2013,6924.457
1280,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2014,6360.389
1281,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2015,6181.19
1282,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2016,6674.474
1283,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2017,6627.608
1284,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2018,7202.145
1285,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2019,7216.306
1286,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2020,7152.451
1287,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Current prices,2021,7385.647
1288,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1966,0.0
1289,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1967,2215.277
1290,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1968,2219.295
1291,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1969,2519.104
1292,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1970,2663.528
1293,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1971,2739.48
1294,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1972,3012.324
1295,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1973,3153.522
1296,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1974,3278.885
1297,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1975,3947.237
1298,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1976,4568.739
1299,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1977,4575.471
1300,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1978,4510.275
1301,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1979,4986.944
1302,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1980,5529.034
1303,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1981,6014.961
1304,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1982,6887.265
1305,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1983,7141.87
1306,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1984,8959.452
1307,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1985,9910.804
1308,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1986,11219.621
1309,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1987,10846.578
1310,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1988,10307.852
1311,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1989,9816.671
1312,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1990,10057.555
1313,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1991,9940.119
1314,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1992,10778.4
1315,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1993,9631.429
1316,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1994,9892.179
1317,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1995,9767.314
1318,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1996,10397.487
1319,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1997,8886.267
1320,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1998,9553.011
1321,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,1999,9695.188
1322,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2000,10054.507
1323,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2001,9653.609
1324,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2002,8762.484
1325,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2003,8284.444
1326,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2004,7557.759
1327,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2005,7931.871
1328,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2006,7529.406
1329,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2007,7547.714
1330,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2008,6997.078
1331,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2009,6228.312
1332,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2010,6022.77
1333,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2011,6286.347
1334,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2012,6009.298
1335,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2013,6830.585
1336,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2014,6418.338
1337,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2015,6157.759
1338,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2016,6826.447
1339,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2017,6493.263
1340,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2018,7160.586
1341,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2019,7343.512
1342,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2020,7364.261
1343,"Intermediate consumption / final demand, purchasers prices",CB Textiles and leather products- (Use),Constant prices of the previous year,2021,6966.945
1344,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1966,2230.24
1345,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1967,2230.172
1346,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1968,2318.597
1347,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1969,2617.117
1348,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1970,2788.311
1349,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1971,2874.791
1350,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1972,3256.779
1351,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1973,3603.059
1352,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1974,3979.338
1353,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1975,3989.576
1354,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1976,4903.855
1355,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1977,4894.872
1356,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1978,4819.161
1357,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1979,5570.841
1358,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1980,6157.034
1359,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1981,6610.134
1360,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1982,7560.172
1361,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1983,7802.269
1362,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1984,9522.464
1363,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1985,10431.31
1364,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1986,11021.703
1365,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1987,10670.908
1366,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1988,10318.525
1367,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1989,10218.809
1368,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1990,10251.461
1369,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1991,10131.379
1370,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1992,10985.718
1371,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1993,9719.963
1372,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1994,10121.687
1373,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1995,10411.784
1374,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1996,10319.888
1375,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1997,9074.02
1376,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1998,9512.961
1377,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,1999,9605.908
1378,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2000,10299.272
1379,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2001,9850.782
1380,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2002,8771.883
1381,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2003,8299.23
1382,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2004,7565.39
1383,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2005,8025.94
1384,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2006,7702.394
1385,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2007,7670.565
1386,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2008,7145.262
1387,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2009,6232.465
1388,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2010,6536.746
1389,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2011,6740.834
1390,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2012,6264.766
1391,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2013,6924.457
1392,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2014,6360.389
1393,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2015,6181.19
1394,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2016,6674.474
1395,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2017,6627.608
1396,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2018,7202.145
1397,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2019,7216.306
1398,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2020,7152.451
1399,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Current prices,2021,7385.647
1400,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1966,0.0
1401,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1967,2215.277
1402,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1968,2219.295
1403,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1969,2519.104
1404,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1970,2663.528
1405,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1971,2739.48
1406,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1972,3012.324
1407,"Intermediate consumption / final demand, purchasers prices",13150 Textiles and leather products- (Use),Constant prices of the previous year,1973,3153.522
